"OWNER","ADDRESS","City","State","Zip","TOTL_SQFT","D_CLASS_CN","TOTAL_VALUE","cst_sqft","AUTO_UNIQUE_ID_2014-04-22_sebrenner_denOffice_short","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType","CensusYear","CensusPlaceFips","CensusMsaFips","CensusMetDivFips","CensusMcdFips","CensusCbsaMicro","CensusCbsaFips","CensusBlock","CensusBlockGroup","CensusTract","CensusCountyFips","CensusStateFips","naaccrCertCode","naaccrCertType","MNumber","MNumberFractional","MPreDirectional","MName","MSuffix","MPostDirectional","MSuiteType","MSuiteNumber","MPostOfficeBoxType","MPostOfficeBoxNumber","MCity","MState","MZip","MZipPlus1","MZipPlus2","MZipPlus3","MZipPlus4","MZipPlus5","MPreQualifier","MPostQualifier","MConsolidatedCity","MMinorCivilDivision","MCountySubRegion","MCounty","MPreType","MPreArticle","MPostArticle","PPostArticle","PPreArticle","PPreType","PNumber","PNumberFractional","PPreDirectional","PName","PSuffix","PPostDirectional","PSuiteType","PSuiteNumber","PPostOfficeBoxType","PPostOfficeBoxNumber","PCity","PState","PZip","PZipPlus1","PZipPlus2","PZipPlus3","PZipPlus4","PZipPlus5","PPreQualifier","PPostQualifier","PConsolidatedCity","PMinorCivilDivision","PCountySubRegion","PCounty","FNumber","FNumberFractional","FPreDirectional","FName","FSuffix","FPostDirectional","FSuiteType","FSuiteNumber","FCity","FState","FZip","FZipPlus1","FZipPlus2","FZipPlus3","FZipPlus4","FZipPlus5","FPreQualifier","FPostQualifier","FConsolidatedCity","FMinorCivilDivision","FCountySubRegion","FCounty","FArea","FAreaType","FGeometry","FSource","FVintage","FPrimaryIdValue","FPostOfficeBoxNumber","FPrimaryIdField","FGeometrySRID","FPostOfficeBoxType","FPreType","FPreArticle","FPostArticle"
"BONILLA,SALVADOR","4001  JASON ST","Denver","CO","80123","20875","OFFICE BLDG","279300","13.38",1787,"USCGeocoder",218,1,"4.01","","c9b80820-8dc5-4f4b-9e07-452db0b6f827","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1885.01741952077","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7720801583197,-104.999711955186,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1001","1","0011.01","031","08","1","ResidenceStreetAddress","4001","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","4001","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","4001","","","","St","","","","Denver","CO","80211","","","","2513","","","","","","","",1885.01741952077,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","652523","","UniqueId",0,"","","",""
"JKN LTD LIABILITY CO","3007 E 2ND AVE","Denver","CO","80123","20887","OFFICE BLDG","2908000","139.23",1788,"USCGeocoder",203,1,"4.01","","66a040c3-6e09-4b6d-8850-5739db5d2fb6","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1906.41429909831","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7198049153649,-104.951875951894,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","5027","5","0038.00","031","08","1","ResidenceStreetAddress","3007","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","3007","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","3007","","E","","Ave","","","","Denver","CO","80206","","","","5101","","","","","","","",1906.41429909831,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","556114","","UniqueId",0,"","","",""
"BLAKE STREET INVESTMENTS LLC","1860  BLAKE ST","Denver","CO","80123","20901","OFFICE BLDG","16232600","776.64",1789,"USCGeocoder",218,1,"4.01","","64d31162-221e-432e-9353-7c06e10d6c0a","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1920.67589031952","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7529189418424,-104.9956244572,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","4005","4","0017.01","031","08","1","ResidenceStreetAddress","1860","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1860","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1860","","","","St","","","","Denver","CO","80202","","","","5959","","","","","","","",1920.67589031952,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","653341","","UniqueId",0,"","","",""
"MANKOFF,SCOTT","5400 W JEWELL AVE","Denver","CO","80123","21000","OFFICE BLDG","418800","19.94",1790,"USCGeocoder",172,1,"4.01","","723572a1-4101-4901-b727-196333c5738b","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","571.792135637254","ArealInterpolationGeometricCentroid","Parcel","93.6686390532544","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.6818384869653,-104.924762386148,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","4000","4","0051.02","031","08","1","ResidenceStreetAddress","5400","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","5400","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","5400","","E","","Ave","","","","Denver","CO","80222","","","","3942","","","","","","","",571.792135637254,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","574116","","UniqueId",0,"","","",""
"PATHFINDER GRANT STREET HOLDINGS LLC","1115  GRANT ST","Denver","CO","80123","21014","OFFICE CONVRSN","1670600","79.5",1791,"USCGeocoder",156,1,"4.01","","737c9865-e466-4fcb-935c-b18f79458b52","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1886.57327412115","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7341476734814,-104.983994664452,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2005","2","0027.01","031","08","1","ResidenceStreetAddress","1115","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1115","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1115","","","","St","","","","Denver","CO","80203","","","","2369","","","","","","","",1886.57327412115,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","595389","","UniqueId",0,"","","",""
"SCHLYTTER,ROBERT O","1511 W BAYAUD AVE","Denver","CO","80123","21145","OFFICE BLDG","385100","18.21",1792,"USCGeocoder",172,1,"4.01","","741bc64a-fa13-4325-933e-aab93f2ff527","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1927.57108881592","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7150911418332,-105.008992038211,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1019","1","0010.00","031","08","1","ResidenceStreetAddress","1511","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1511","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","1511","","W","","Ave","","","","Denver","CO","80223","","","","1217","","","","","","","",1927.57108881592,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","598281","","UniqueId",0,"","","",""
"COLORADO JEWISH RECONSTRUCTIONIST FEDERATION","6445 E OHIO AVE","Denver","CO","80123","21150","OFFICE BLDG","813700","38.47",1793,"USCGeocoder",140,1,"4.01","","5455ce34-691d-4827-8dd5-d0d1920b1ab0","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1897.07294884045","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7023272104006,-104.913765873684,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1019","1","0050.01","031","08","1","ResidenceStreetAddress","6445","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","6445","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","6445","","E","","Ave","","","","Denver","CO","80224","","","","3412","","","","","","","",1897.07294884045,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","571925","","UniqueId",0,"","","",""
"DENVER HEATH AND HOSPITAL AUTHORITY","601  BROADWAY","Denver","CO","80123","21446","OFFICE BLDG","2518000","117.41",1794,"USCGeocoder",187,1,"4.01","","071cbedd-fe95-4c45-8430-86aa3f35edb9","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1980.31759181712","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7259227097821,-104.98789815808,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2033","2","0018.00","031","08","1","ResidenceStreetAddress","601","","","","","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","601","","","","","","","","","","Denver","CO","80123","","","","","","","","","","","","601","","","","","","","","Denver","CO","80204","","","","3407","","","","","","","",1980.31759181712,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","640264","","UniqueId",0,"","","",""
"DRAKE OFFICE PARTNERS #1 LLC","2765 S COLORADO BLVD","Denver","CO","80123","21451","OFFICE BLDG","537300","25.05",1795,"USCGeocoder",140,1,"4.01","","2102c463-fd39-4b84-9d15-43b7d834cfce","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1960.85348209925","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.6661788019124,-104.941052354289,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1000","1","0040.02","031","08","1","ResidenceStreetAddress","2765","","S","","BLVD","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","2765","","S","","BLVD","","","","","","Denver","CO","80123","","","","","","","","","","","","2765","","S","","Blvd","","","","Denver","CO","80210","","","","6616","","","","","","","",1960.85348209925,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","695406","","UniqueId",0,"","","",""
"COLORADO MUNICIPAL LEAGUE","1144  SHERMAN ST","Denver","CO","80123","21612","OFFICE BLDG","1391100","64.37",1796,"USCGeocoder",187,1,"4.01","","d4a2d6b7-8fe2-41c5-b2a9-6a8e5a1375e1","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2029.20403211436","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7343977158229,-104.98446128476,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2005","2","0027.01","031","08","1","ResidenceStreetAddress","1144","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1144","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1144","","","","St","","","","Denver","CO","80203","","","","2207","","","","","","","",2029.20403211436,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","640844","","UniqueId",0,"","","",""
"PESTER PLACE LLC","6895 E HAMPDEN AVE","Denver","CO","80123","21876","OFFICE BLDG","358400","16.38",1797,"USCGeocoder",156,1,"4.01","","7e1c8ecb-fbc4-46c2-8dc3-079eb1ef37e3","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1931.53138649464","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.6535118974967,-104.909434015443,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1024","1","0068.12","031","08","1","ResidenceStreetAddress","6895","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","6895","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","6895","","E","","Ave","","","","Denver","CO","80224","","","","3047","","","","","","","",1931.53138649464,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","655267","","UniqueId",0,"","","",""
"PUBLIC EMPLOYEES RETIREMENT ASSN OF COLORADO (PERA)","1300  LOGAN ST","Denver","CO","80123","21900","OFFICE BLDG","5126800","234.1",1798,"USCGeocoder",218,1,"4.01","","aaa8baeb-fcac-45ef-90bd-b711adcfdfd8","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2039.6382611742","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7371923787654,-104.981966600525,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1011","1","0027.01","031","08","1","ResidenceStreetAddress","1300","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1300","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1300","","","","St","","","","Denver","CO","80203","","","","2309","","","","","","","",2039.6382611742,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","577790","","UniqueId",0,"","","",""
"DUNKELD-BROADWAY COMPANY LLC","940  BROADWAY","Denver","CO","80123","21900","OFFICE BLDG","3315100","151.37",1799,"USCGeocoder",234,1,"4.01","","8af8603c-33c7-4512-b598-a2e50c23adbe","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2051.9975594501","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.731358611058,-104.98701888539,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","4004","4","0027.02","031","08","1","ResidenceStreetAddress","940","","","","","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","940","","","","","","","","","","Denver","CO","80123","","","","","","","","","","","","940","","","","","","","","Denver","CO","80203","","","","2706","","","","","","","",2051.9975594501,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","577710","","UniqueId",0,"","","",""
"SPEROS,ALEXANDER","5840 E EVANS AVE","Denver","CO","80123","21906","OFFICE BLDG","718800","32.81",1800,"USCGeocoder",172,1,"4.01","","88840d77-5c1b-4c52-a3b0-7d94adbdc507","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2018.13073755195","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.6780905415148,-104.919709175978,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","3003","3","0069.01","031","08","1","ResidenceStreetAddress","5840","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","5840","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","5840","","E","","Ave","","","","Denver","CO","80222","","","","5310","","","","","","","",2018.13073755195,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","671776","","UniqueId",0,"","","",""
"UPI 1660 LINCOLN LLC","1660  LINCOLN ST","Denver","CO","80123","21941","OFFICE BLDG","35081700","1,598.91",1801,"USCGeocoder",172,1,"4.01","","e530237e-73f9-467a-afd2-34f663c7f544","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2080.02277846793","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7429135313981,-104.985767304765,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2004","2","0026.01","031","08","1","ResidenceStreetAddress","1660","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1660","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1660","","","","St","","","","Denver","CO","80203","","","","3103","","","","","","","",2080.02277846793,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","699814","","UniqueId",0,"","","",""
"EVERGREEN MARKETPLACE LLC","1907  MILE HIGH STADIUM WE CIR","Denver","CO","80123","22000","OFFICE BLDG","1829800","83.17",1802,"USCGeocoder",78,1,"4.01","","168a8d90-4a63-4262-9009-42961c0bfcd0","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","USPSZip","100","FeatureClassBased","ReturnAll","","USPSZipAreaCentroid","","","0",39.595296,-105.08786,"Exact","TwoThousandTen","16110","2082","","92641","0","19740","2006","2","0120.48","059","08","4","ResidenceZIP","1907","","","","CIR","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1907","","","","CIR","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","","","Littleton","CO","80123","","","","","","","","","","","Jefferson",0,"Meters","","SOURCE_NAME_ZIPCODEDOWNLOAD_ZIPS2013","2013","80123","","ZIPCode",0,"","","",""
"YAZD,NASER KUSEH KALANI","6850 E EVANS AVE","Denver","CO","80123","22000","OFFICE BLDG","676200","30.74",1803,"USCGeocoder",156,1,"4.01","","0e84e20f-6df1-4eac-806e-49477cae3816","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2050.46622383595","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.6780390510369,-104.909107878048,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1001","1","0069.01","031","08","1","ResidenceStreetAddress","6850","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","6850","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","6850","","E","","Ave","","","","Denver","CO","80224","","","","2300","","","","","","","",2050.46622383595,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","711795","","UniqueId",0,"","","",""
"DM HOLDINGS LLLP","2140 S HOLLY ST","Denver","CO","80123","22022","OFFICE BLDG","562700","25.55",1804,"USCGeocoder",156,1,"4.01","","23af3fb7-101a-4733-8596-eff3592a6c7b","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2026.70450919867","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.6773600223282,-104.92159751826,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","3004","3","0069.01","031","08","1","ResidenceStreetAddress","2140","","S","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","2140","","S","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","2140","","S","","St","","","","Denver","CO","80222","","","","5600","","","","","","","",2026.70450919867,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","573792","","UniqueId",0,"","","",""
"ATCHISON TOPEKA AND SANTA FE RR CO","300 W BAYAUD AVE","Denver","CO","80123","22100","OFFICE BLDG","386400","17.48",1805,"USCGeocoder",125,1,"4.01","","b4c8a83f-a852-45a7-a201-20deaf900c53","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","798.456759669119","LinearInterpolationAddressRange","StreetSegment","88.0177514792899","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",39.7147139357528,-104.99235652301,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","3047","3","0021.00","031","08","1","ResidenceStreetAddress","300","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","300","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","300-348","","W","","Ave","","","","Denver","CO","80223","","","","","","","","","","Denver","Denver",798.456759669119,"Meters","","SOURCE_CENSUS_TIGERLINES_2010","2010","177330788","","tlid",0,"","","",""
"CITY AND COUNTY OF DENVER","303 W COLFAX AVE","Denver","CO","80123","22127","OFFICE BLDG","20384700","921.26",1806,"USCGeocoder",203,1,"4.01","","e24ecec4-7559-4d9e-823b-ca8aa19e4f59","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2085.39880050719","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7403968519325,-104.991937619126,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2029","2","0017.02","031","08","1","ResidenceStreetAddress","303","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","303","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","303","","W","","Ave","","","","Denver","CO","80204","","","","2621","","","","","","","",2085.39880050719,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","738604","","UniqueId",0,"","","",""
"MASTER DOWNING LLC","2100  DOWNING ST","Denver","CO","80123","22162","OFFICE BLDG","1151000","51.94",1807,"USCGeocoder",187,1,"4.01","","a371b46f-8df2-430d-9af5-81ed439b9b15","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2117.31266317563","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7484403314137,-104.972977481279,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1011","1","0031.01","031","08","1","ResidenceStreetAddress","2100","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","2100","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","2100","","","","St","","","","Denver","CO","80205","","","","5271","","","","","","","",2117.31266317563,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","674175","","UniqueId",0,"","","",""
"SAFE-HOUSE OF DENVER","940 E 17TH AVE","Denver","CO","80123","22200","OFFICE BLDG","1055500","47.55",1808,"USCGeocoder",234,1,"4.01","","206a5789-2af1-4ac8-a9fc-83d468b93994","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1976.53304894592","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7429246495623,-104.975141975092,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1014","1","0026.02","031","08","1","ResidenceStreetAddress","940","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","940","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","940","","E","","Ave","","","","Denver","CO","80218","","","","1408","","","","","","","",1976.53304894592,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","658007","","UniqueId",0,"","","",""
